# Baseline Results (Up to date)
# 597 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
40.518,429.948,429.948,-5.945,6.242,0.003,0.377,-36.752,0.006,36.752,270.009,1.901,0.377,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.198,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.673,90,12.205,962.824,0.001,338.695,0.018,4.841e5,6.604,34.253,0.304,0.049,8.101e-4
40.822,428.142,428.142,-5.944,6.207,-0.005,0.095,-37.312,0.006,37.312,270.009,1.786,0.095,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.189,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.729,90,12.217,963.036,0.001,338.702,0.018,4.837e5,6.604,34.253,0.304,0.049,8.044e-4
41.125,426.336,426.336,-5.946,6.2,0.002,0.093,-37.85,0.006,37.85,270.009,1.757,0.093,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.701,90,12.229,963.248,0.001,338.71,0.018,4.839e5,6.604,34.253,0.304,0.049,8.033e-4
41.429,424.531,424.531,-5.945,6.192,0.003,0.187,-38.38,0.006,38.38,270.008,1.729,0.187,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.843,90,12.241,963.46,0.001,338.717,0.018,4.84e5,6.604,34.253,0.304,0.049,8.019e-4
41.733,422.726,422.726,-5.944,6.207,0.004,0.295,-38.913,0.006,38.913,270.008,1.786,0.295,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.198,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.966,90,12.252,963.671,0.001,338.724,0.018,4.841e5,6.604,34.253,0.304,0.049,8.044e-4
42.036,420.922,420.922,-5.943,6.232,-0.003,0.026,-39.469,0.006,39.469,270.008,1.876,0.026,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.19,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86,90,12.264,963.883,0.001,338.731,0.018,4.839e5,6.604,34.253,0.304,0.049,8.086e-4
42.34,419.118,419.118,-5.944,6.23,0.003,0.135,-40.037,0.006,40.037,270.008,1.868,0.135,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95,90,12.276,964.095,0.001,338.738,0.018,4.841e5,6.604,34.253,0.303,0.049,8.083e-4
42.643,417.314,417.314,-5.943,6.242,0.002,0.128,-40.61,0.006,40.61,270.008,1.909,0.128,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.987,90,12.287,964.306,0.001,338.745,0.018,4.841e5,6.604,34.253,0.303,0.049,8.102e-4
42.947,415.51,415.51,-5.943,6.254,0.006,0.328,-41.195,0.005,41.195,270.008,1.948,0.328,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.199,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.147,90,12.299,964.518,0.001,338.752,0.018,4.843e5,6.604,34.253,0.303,0.049,8.121e-4
43.25,413.707,413.707,-5.941,6.283,-0.003,0.088,-41.802,0.005,41.802,270.007,2.047,0.088,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.19,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.101,90,12.311,964.729,0.001,338.759,0.018,4.84e5,6.604,34.253,0.303,0.049,8.171e-4
43.554,411.904,411.904,-5.942,6.293,0.009,0.382,-42.427,0.005,42.427,270.007,2.074,0.382,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.202,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.306,90,12.323,964.941,0.001,338.766,0.018,4.845e5,6.604,34.253,0.303,0.049,8.186e-4
43.857,410.102,410.102,-5.939,6.33,-0.004,0.158,-43.074,0.005,43.074,270.007,2.19,0.158,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.19,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.286,90,12.334,965.152,0.001,338.774,0.018,4.84e5,6.604,34.253,0.303,0.049,8.247e-4
44.16,408.3,408.3,-5.94,6.348,6.377e-4,0.058,-43.745,0.005,43.745,270.007,2.238,0.058,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.273,90,12.346,965.363,0.001,338.781,0.018,4.842e5,6.604,34.253,0.303,0.049,8.276e-4
44.464,406.498,406.498,-5.94,6.354,0.004,0.214,-44.427,0.005,44.427,270.007,2.255,0.214,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.196,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.126,90,12.358,965.575,0.001,338.788,0.018,4.843e5,6.604,34.253,0.303,0.049,8.286e-4
44.767,404.696,404.696,-5.939,6.33,-5.588e-4,0.024,-45.101,0.005,45.101,270.007,2.19,0.024,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.205,90,12.369,965.786,0.001,338.795,0.018,4.842e5,6.604,34.253,0.303,0.049,8.247e-4
45.07,402.895,402.895,-5.939,6.333,0.021,0.614,-45.766,0.005,45.766,270.007,2.197,0.614,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.217,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.826,90,12.381,965.997,0.001,338.802,0.018,4.852e5,6.604,34.253,0.303,0.049,8.252e-4
45.374,401.095,401.095,-5.933,6.264,-0.009,0.416,-46.405,0.005,46.405,270.007,2.011,0.416,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.759,90,12.393,966.208,0.001,338.809,0.018,4.843e5,6.604,34.253,0.304,0.049,8.143e-4
45.677,399.294,399.294,-5.935,6.227,-0.007,0.01,-46.996,0.005,46.996,270.006,1.885,0.008,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.187,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.881,90,12.405,966.42,0.001,338.816,0.018,4.841e5,6.604,34.253,0.303,0.05,8.081e-4
45.981,397.493,397.493,-5.937,6.229,0.009,0.366,-47.567,0.005,47.567,270.006,1.883,0.366,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.202,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.105,90,12.416,966.631,0.001,338.823,0.018,4.847e5,6.604,34.253,0.303,0.05,8.083e-4
46.284,395.693,395.693,-5.935,6.261,0.003,0.403,-48.155,0.005,48.155,270.006,1.994,0.403,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.199,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.75,90,12.428,966.842,0.001,338.83,0.018,4.846e5,6.604,34.253,0.303,0.05,8.136e-4
46.587,393.894,393.894,-5.934,6.222,-0.001,0.316,-48.741,0.005,48.741,270.006,1.871,0.316,28.61,-80.6,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.68,90,12.44,967.053,0.001,338.837,0.018,4.845e5,6.604,34.253,0.303,0.05,8.073e-4
46.89,392.094,392.094,-5.934,6.194,8.515e-4,0.286,-49.294,0.005,49.294,270.006,1.776,0.286,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,90,12.451,967.264,0.001,338.844,0.018,4.845e5,6.604,34.253,0.303,0.05,8.027e-4
47.193,390.295,390.295,-5.934,6.219,0.002,0.292,-49.845,0.005,49.845,270.006,1.862,0.292,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.196,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.686,90,12.463,967.475,0.001,338.852,0.018,4.846e5,6.604,34.253,0.303,0.05,8.069e-4
47.496,388.496,388.496,-5.934,6.193,-9.577e-4,0.18,-50.396,0.005,50.396,270.006,1.774,0.18,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.883,90,12.475,967.686,0.001,338.859,0.018,4.845e5,6.604,34.253,0.303,0.05,8.025e-4
47.8,386.698,386.698,-5.934,6.209,0.005,0.315,-50.942,0.005,50.942,270.006,1.828,0.315,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.198,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.019,90,12.486,967.897,0.001,338.866,0.018,4.847e5,6.604,34.253,0.303,0.05,8.052e-4
48.103,384.9,384.9,-5.932,6.236,-0.003,0.058,-51.511,0.005,51.511,270.006,1.924,0.058,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.19,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.959,90,12.498,968.108,0.001,338.873,0.018,4.844e5,6.604,34.253,0.303,0.05,8.097e-4
48.406,383.102,383.102,-5.933,6.243,0.012,0.448,-52.096,0.005,52.096,270.006,1.941,0.448,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.206,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.212,90,12.51,968.319,0.001,338.88,0.018,4.851e5,6.604,34.253,0.303,0.05,8.107e-4
48.709,381.305,381.305,-5.93,6.283,-0.008,0.139,-52.705,0.005,52.705,270.005,2.077,0.139,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.188,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.161,90,12.522,968.529,0.001,338.887,0.017,4.844e5,6.604,34.253,0.303,0.05,8.174e-4
49.012,379.508,379.508,-5.932,6.299,0.002,0.166,-53.341,0.005,53.341,270.005,2.119,0.165,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.019,90,12.533,968.74,0.001,338.894,0.018,4.847e5,6.604,34.253,0.303,0.05,8.199e-4
49.315,377.711,377.711,-5.931,6.282,4.612e-4,0.049,-53.975,0.005,53.975,270.005,2.069,0.049,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099,90,12.545,968.951,0.001,338.901,0.018,4.846e5,6.604,34.253,0.303,0.05,8.171e-4
49.618,375.914,375.914,-5.931,6.286,0.002,0.091,-54.604,0.005,54.604,270.005,2.084,0.091,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.139,90,12.557,969.162,0.001,338.908,0.018,4.847e5,6.604,34.253,0.303,0.05,8.179e-4
49.92,374.118,374.118,-5.931,6.295,0.002,0.096,-55.239,0.005,55.239,270.005,2.111,0.096,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.169,90,12.568,969.372,0.001,338.915,0.017,4.847e5,6.604,34.253,0.303,0.05,8.194e-4
50.223,372.322,372.322,-5.93,6.304,0.001,0.043,-55.882,0.005,55.882,270.005,2.14,0.043,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.115,90,12.58,969.583,0.001,338.922,0.017,4.847e5,6.604,34.253,0.303,0.05,8.209e-4
50.526,370.527,370.527,-5.93,6.3,0.006,0.279,-56.528,0.005,56.528,270.005,2.127,0.279,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.198,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.959,90,12.592,969.793,0.001,338.929,0.018,4.85e5,6.604,34.253,0.303,0.05,8.201e-4
50.829,368.732,368.732,-5.928,6.27,0.001,0.258,-57.16,0.005,57.16,270.005,2.043,0.258,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.887,90,12.603,970.004,0.001,338.936,0.017,4.849e5,6.604,34.253,0.303,0.05,8.154e-4
51.132,366.937,366.937,-5.928,6.245,0.007,0.4,-57.766,0.005,57.766,270.005,1.965,0.399,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.201,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.207,90,12.615,970.214,0.001,338.944,0.018,4.851e5,6.604,34.253,0.303,0.05,8.112e-4
51.434,365.142,365.142,-5.926,6.282,-0.005,0.181,-58.38,0.005,58.38,270.005,2.086,0.181,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.19,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.196,90,12.627,970.425,0.001,338.951,0.017,4.847e5,6.604,34.253,0.303,0.05,8.174e-4
51.737,363.348,363.348,-5.927,6.302,1.631e-4,0.051,-59.019,0.005,59.019,270.005,2.14,0.051,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.11,90,12.638,970.635,0.001,338.958,0.017,4.848e5,6.604,34.253,0.303,0.05,8.206e-4
52.04,361.554,361.554,-5.927,6.296,0.01,0.397,-59.665,0.005,59.665,270.005,2.125,0.397,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.203,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.885,90,12.65,970.846,0.001,338.965,0.017,4.853e5,6.604,34.253,0.303,0.05,8.197e-4
52.342,359.761,359.761,-5.924,6.254,-0.006,0.085,-60.29,0.005,60.29,270.004,2.005,0.085,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.188,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.057,90,12.662,971.056,0.001,338.972,0.017,4.847e5,6.604,34.253,0.303,0.051,8.129e-4
52.645,357.967,357.967,-5.926,6.264,0.014,0.491,-60.901,0.005,60.901,270.004,2.031,0.491,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.208,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.328,90,12.673,971.266,0.001,338.979,0.018,4.855e5,6.604,34.253,0.303,0.051,8.145e-4
52.948,356.174,356.174,-5.922,6.31,-0.009,0.174,-61.538,0.005,61.538,270.004,2.179,0.174,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.187,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.074,90,12.685,971.477,0.001,338.986,0.017,4.847e5,6.604,34.253,0.303,0.051,8.221e-4
53.25,354.381,354.381,-5.924,6.295,0.003,0.245,-62.189,0.005,62.189,270.004,2.126,0.245,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.196,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.978,90,12.697,971.687,0.001,338.993,0.017,4.851e5,6.604,34.253,0.303,0.051,8.195e-4
53.553,352.589,352.589,-5.924,6.269,0.001,0.231,-62.821,0.005,62.821,270.004,2.052,0.231,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.913,90,12.708,971.897,0.001,339,0.017,4.851e5,6.604,34.253,0.303,0.051,8.153e-4
53.856,350.797,350.797,-5.923,6.246,0.001,0.203,-63.432,0.005,63.432,270.004,1.982,0.203,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86,90,12.72,972.107,0.001,339.007,0.017,4.851e5,6.604,34.253,0.303,0.051,8.116e-4
54.158,349.005,349.005,-5.923,6.227,0.014,0.523,-64.022,0.005,64.022,270.004,1.921,0.523,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.209,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.605,90,12.731,972.318,0.001,339.014,0.017,4.857e5,6.604,34.253,0.302,0.051,8.084e-4
54.461,347.214,347.214,-5.919,6.176,-0.011,0.163,-64.579,0.004,64.579,270.004,1.763,0.163,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.186,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.862,90,12.743,972.528,0.001,339.021,0.017,4.848e5,6.604,34.253,0.303,0.051,8.002e-4
54.763,345.423,345.423,-5.922,6.193,0.009,0.411,-65.12,0.004,65.12,270.004,1.812,0.411,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.203,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.061,90,12.755,972.738,0.001,339.028,0.017,4.855e5,6.604,34.253,0.302,0.051,8.029e-4
55.066,343.632,343.632,-5.919,6.228,-0.002,0.321,-65.687,0.004,65.687,270.004,1.936,0.321,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.131,90,12.766,972.948,0.001,339.035,0.017,4.852e5,6.604,34.253,0.302,0.051,8.088e-4
55.368,341.842,341.842,-5.92,6.259,0.004,0.377,-66.287,0.004,66.287,270.004,2.034,0.377,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.199,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.806,90,12.778,973.158,0.001,339.042,0.017,4.854e5,6.604,34.253,0.302,0.051,8.139e-4
55.671,340.051,340.051,-5.919,6.222,-0.004,0.186,-66.885,0.004,66.885,270.004,1.92,0.186,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.191,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.033,90,12.79,973.368,0.001,339.049,0.017,4.851e5,6.604,34.253,0.302,0.051,8.078e-4
55.973,338.261,338.261,-5.92,6.241,4.105e-4,0.096,-67.474,0.004,67.474,270.004,1.976,0.096,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.034,90,12.801,973.578,0.001,339.056,0.017,4.852e5,6.604,34.253,0.302,0.051,8.109e-4
56.275,336.472,336.472,-5.92,6.25,0.001,0.019,-68.076,0.004,68.076,270.004,2.005,0.019,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.017,90,12.813,973.788,0.001,339.064,0.017,4.853e5,6.604,34.253,0.302,0.051,8.124e-4
56.578,334.682,334.682,-5.919,6.251,0.008,0.353,-68.683,0.004,68.683,270.004,2.011,0.352,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.201,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.224,90,12.825,973.997,0.001,339.071,0.017,4.856e5,6.604,34.253,0.302,0.051,8.126e-4
56.88,332.894,332.894,-5.917,6.284,-0.003,0.175,-69.307,0.004,69.307,270.004,2.117,0.175,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.191,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.012,90,12.836,974.207,0.001,339.078,0.017,4.852e5,6.604,34.253,0.302,0.051,8.181e-4
57.182,331.105,331.105,-5.918,6.268,2.403e-4,0.042,-69.939,0.004,69.939,270.004,2.064,0.042,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09,90,12.848,974.417,0.001,339.085,0.017,4.853e5,6.604,34.253,0.302,0.051,8.153e-4
57.484,329.317,329.317,-5.918,6.272,0.018,0.573,-70.565,0.004,70.565,270.003,2.077,0.573,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.791,0,77.987,-11.809,0,0,6.214,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.732,90,12.859,974.627,0.001,339.092,0.017,4.862e5,6.604,34.253,0.302,0.051,8.16e-4
